Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
135,Mamadi Diakite,PF,25,OKC,13,3,188,4.8,9,0.532,0,1,0,4.8,8,0.595,1.1,2.1,0.545,3.3,8,11.3,0.4,1,1.7,1.3,6.3,10.7
136,Cheick Diallo,C,25,DET,3,0,31,3.5,9.3,0.375,0,0,,3.5,9.3,0.375,5.8,7,0.833,4.6,9.3,13.9,0,1.2,0,1.2,7,12.8
137,Hamidou Diallo,SG,23,DET,58,29,1269,7.4,14.9,0.496,0.7,2.6,0.247,6.8,12.3,0.55,2.6,4,0.65,2,5.9,7.9,2.1,2,0.5,1.6,4.1,18
138,Gorgui Dieng,C,32,ATL,44,3,371,5.1,10.9,0.473,2.8,6.6,0.426,2.3,4.3,0.545,1.8,2.5,0.731,3.1,8.6,11.7,3.3,1.1,1.3,1.9,5,14.9
139,Spencer Dinwiddie,PG,28,TOT,65,51,1946,5.5,13.4,0.414,2,6,0.332,3.6,7.4,0.479,3.6,4.6,0.774,0.8,4.3,5.1,6.3,0.8,0.2,1.9,2.8,16.6
140,Donte DiVincenzo,SG,25,TOT,40,1,958,4.1,11.9,0.346,2.6,7.8,0.332,1.5,4.1,0.373,2.4,2.8,0.865,1.5,4.6,6.1,4.2,1.7,0.3,2.5,2.4,13.3
141,Luka Dončić,PG,22,DAL,63,63,2242,10,21.9,0.455,3.1,8.8,0.349,6.9,13.1,0.527,5.6,7.5,0.74,0.9,8.3,9.2,8.9,1.2,0.5,4.5,2.3,28.6
142,Luguentz Dort,SF,22,OKC,51,51,1665,6.3,15.7,0.404,2.8,8.5,0.332,3.5,7.2,0.487,3.5,4.1,0.843,0.8,3.8,4.6,1.9,1,0.4,1.9,3.2,19
143,Ayo Dosunmu,SG,22,CHI,75,39,2037,4.6,9,0.517,1.2,3.1,0.371,3.5,5.8,0.596,0.8,1.2,0.681,0.4,3.2,3.7,4.4,1,0.5,1.7,3.1,11.3
144,Damyean Dotson,SG,27,NYK,2,0,21,3.4,6.9,0.5,0,1.7,0,3.4,5.1,0.667,0,0,,0,3.4,3.4,1.7,0,0,0,0,6.9
145,Devon Dotson,PG,22,CHI,11,0,85,4.7,9.7,0.478,0.8,3.8,0.222,3.8,5.9,0.643,2.1,3.8,0.556,0.4,3.4,3.8,6.4,0.4,0,2.1,4.7,12.3
146,Sekou Doumbouya,PF,21,LAL,2,0,16,11.3,18,0.625,2.3,4.5,0.5,9,13.5,0.667,6.8,9,0.75,4.5,9,13.5,0,6.8,4.5,4.5,2.3,31.5
147,Jeff Dowtin,PG,24,TOT,9,0,108,2.7,8.7,0.308,0.3,3,0.111,2.3,5.7,0.412,0.7,0.7,1,2.7,3.3,6,3.3,1.7,0.3,1.7,1.7,6.3
148,PJ Dozier,SG,25,DEN,18,0,340,3.8,10.5,0.364,1.6,5.1,0.313,2.2,5.4,0.412,1.1,1.4,0.769,1.5,5.2,6.7,3.1,1.2,0.6,1.4,3.5,10.3
149,Goran Dragić,PG,35,TOT,21,8,498,4.1,10.9,0.377,1.2,4.6,0.254,3,6.4,0.466,2,2.4,0.818,0.9,3.8,4.7,6.2,1.4,0.3,2.5,3.3,11.3
150,Andre Drummond,C,28,TOT,71,34,1393,6,10.7,0.559,0,0.1,0,6,10.6,0.563,2.1,4.2,0.516,5.7,11.2,16.9,3.3,2,1.7,2.9,4.8,14.1
151,Chris Duarte,SG,24,IND,55,39,1541,6.3,14.5,0.432,2.2,6,0.369,4.1,8.6,0.475,2.1,2.6,0.804,1,4.3,5.3,2.7,1.3,0.2,2.1,2.2,16.8
152,David Duke Jr.,PG,22,BRK,21,7,340,4.1,11.4,0.361,1,3.9,0.243,3.2,7.5,0.423,1.8,2.2,0.81,3.2,3.9,7.1,1.8,1.5,0.7,1,3.8,11
153,Kris Dunn,PG,27,POR,13,2,316,5,11.4,0.44,0.1,1.3,0.091,4.9,10.1,0.483,1.7,1.8,0.938,1,4.3,5.4,8.3,2.4,0.3,3.2,4,11.8
154,Kevin Durant,PF,33,BRK,53,53,1966,10.3,19.7,0.521,2,5.3,0.385,8.3,14.5,0.571,6.4,7.1,0.905,0.5,6.7,7.2,6,0.8,0.9,3.3,2,29.1
155,Jaime Echenique,C,24,WAS,1,0,3,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0
156,Anthony Edwards,SG,20,MIN,70,70,2408,7.9,18.1,0.438,3.1,8.7,0.358,4.8,9.3,0.514,3.1,3.9,0.784,0.9,4.1,5,4,1.5,0.7,2.8,2.4,22.1
157,Carsen Edwards,SG,23,DET,2,0,40,4.5,15.3,0.294,1.8,7.2,0.25,2.7,8.1,0.333,0.9,0.9,1,0.9,1.8,2.7,8.1,1.8,0,1.8,2.7,11.7
158,Kessler Edwards,SF,21,BRK,46,22,924,4,9.7,0.412,1.8,5.1,0.359,2.2,4.6,0.471,0.5,0.7,0.824,1.6,4.8,6.4,1.2,1.1,0.9,1.6,3.2,10.4
159,Rob Edwards,SG,25,OKC,2,0,11,3.3,13.1,0.25,3.3,13.1,0.25,0,0,,0,0,,0,9.8,9.8,0,0,0,3.3,0,9.8
160,CJ Elleby,SF,21,POR,55,25,1079,3.6,9.3,0.382,1.1,3.8,0.289,2.5,5.5,0.446,2,2.7,0.72,2.1,5.1,7.2,2.7,1,0.6,1.7,3.6,10.2
161,Wayne Ellington,SG,34,LAL,40,9,742,4.2,10.3,0.408,3.6,9.3,0.393,0.6,1.1,0.545,0.2,0.2,0.8,0.5,2.8,3.3,1.4,1.1,0.2,0.8,1.9,12.3
162,Joel Embiid,C,27,PHI,66,66,2222,10.4,21,0.496,1.5,4,0.371,8.9,17,0.525,10.3,12.6,0.816,2.3,10.1,12.4,4.5,1.2,1.6,3.3,2.8,32.5
163,James Ennis III,SF,31,TOT,7,0,56,7.1,15.4,0.458,1.9,5.1,0.375,5.1,10.3,0.5,2.6,3.2,0.8,3.2,4.5,7.7,1.9,1.3,1.3,1.3,3.2,18.6
164,Drew Eubanks,C,24,TOT,69,29,1187,6.2,10.5,0.59,0.2,0.6,0.238,6,9.9,0.612,2.9,3.8,0.754,3.9,7.3,11.2,2.5,0.9,1.2,2.4,3.5,15.4
165,Tacko Fall,C,26,CLE,11,1,59,3.1,7.3,0.417,0,0,,3.1,7.3,0.417,1.2,4.3,0.286,4.3,9.8,14,1.2,0,3.7,1.8,1.8,7.3
166,Derrick Favors,C,30,OKC,39,18,653,5.2,10,0.516,0.1,0.9,0.125,5.1,9.2,0.554,0.9,1.4,0.64,3.2,6.9,10.1,1.4,0.9,0.7,0.5,3.4,11.4
167,Bruno Fernando,C,23,TOT,30,0,152,8.5,13,0.655,0.2,0.5,0.5,8.3,12.6,0.66,3.6,5.7,0.625,4.3,8.8,13,1.7,0.2,2.6,3.3,5.7,20.8
168,Dorian Finney-Smith,PF,28,DAL,78,78,2592,4.4,9.4,0.465,2.3,5.9,0.385,2.1,3.5,0.596,0.8,1.2,0.675,1.7,3.4,5.1,2.1,1.2,0.5,1.1,2.5,11.8
169,Malik Fitts,PF,24,TOT,14,0,54,3.3,10,0.333,2.7,6,0.444,0.7,4,0.167,0,0,,0.7,8.7,9.3,2,0,0,1.3,2.7,9.3
170,Malachi Flynn,PG,23,TOR,41,5,486,4.9,12,0.407,2,6,0.333,2.9,6,0.481,1,1.7,0.609,0.7,3.6,4.3,4.7,1.3,0.3,0.9,3.2,12.8
171,Bryn Forbes,SG,28,TOT,74,1,1250,6.5,15.1,0.429,3.4,8.2,0.412,3.1,6.9,0.448,2.1,2.3,0.9,0.3,2.4,2.6,2.1,0.7,0.1,1.6,2.7,18.4
172,Aleem Ford,SF,24,ORL,5,0,74,2.9,9.7,0.3,1,7.3,0.133,1.9,2.4,0.8,0,0,,1,6.3,7.3,1,0.5,0,1.9,3.4,6.8
173,Trent Forrest,PG,23,UTA,60,6,765,3.6,7.3,0.49,0.2,1.3,0.185,3.3,6,0.555,1.8,2.3,0.792,1.1,3.6,4.7,5,1.4,0.3,2.3,2,9.2
174,Evan Fournier,SG,29,NYK,78,78,2298,6.2,14.7,0.419,3.7,9.4,0.392,2.5,5.3,0.468,1.2,1.7,0.712,0.5,2.7,3.2,2.6,1.2,0.3,1.6,2.7,17.3
175,De'Aaron Fox,PG,24,SAC,59,59,2083,8.9,18.9,0.473,1.3,4.3,0.297,7.6,14.6,0.524,4.5,6,0.75,0.4,3.6,4,5.7,1.2,0.4,2.9,3,23.6
176,Melvin Frazier,SG,25,OKC,1,0,33,4.4,16.4,0.267,0,6.5,0,4.4,9.8,0.444,0,1.1,0,3.3,2.2,5.5,0,1.1,0,1.1,0,8.7
177,Tim Frazier,PG,31,TOT,12,3,208,2.4,7.8,0.311,1,2.9,0.353,1.4,4.8,0.286,0.9,1.6,0.556,0.9,2.4,3.3,5.9,0.5,0.2,2.6,4.7,6.8
178,Enes Freedom,C,29,BOS,35,1,411,4.5,8.5,0.526,0.2,0.4,0.4,4.3,8.1,0.533,2.1,2.5,0.857,5.3,8.7,14,0.7,0.4,1.2,1.8,3.7,11.2
179,Markelle Fultz,PG,23,ORL,16,1,307,8.4,17.8,0.474,0.5,1.5,0.308,8,16.3,0.489,2.9,3.6,0.806,0.5,4.5,4.9,9.1,2.2,0.6,3.8,2.2,20.3
180,Wenyen Gabriel,PF,24,TOT,23,4,275,5.2,11.4,0.46,0.9,3.4,0.269,4.3,8,0.541,2.4,4.1,0.581,4.2,5.9,10.1,1.3,0.7,0.9,1.6,7.3,13.7
181,Daniel Gafford,C,23,WAS,70,51,1396,7.1,10.3,0.696,0,0,0,7.1,10.2,0.698,2.6,3.7,0.711,3.9,6.3,10.3,1.7,0.7,2.5,1.7,4.2,16.9
182,Danilo Gallinari,PF,33,ATL,64,16,1612,5.5,12.8,0.43,2.3,6.3,0.375,3.2,6.6,0.483,3.1,3.4,0.903,0.8,6,6.7,2.2,0.6,0.2,0.8,2,16.5
183,Langston Galloway,SG,30,TOT,7,0,107,2,8.7,0.231,0.7,5.4,0.125,1.3,3.4,0.4,0,0,,1,5,6.1,4,0.3,0,2,2.4,4.7
184,Darius Garland,PG,22,CLE,66,66,2366,8,17.4,0.461,2.6,6.7,0.379,5.4,10.6,0.512,3.2,3.6,0.89,0.6,2.8,3.4,8.7,1.3,0.1,3.7,1.7,21.8
185,Marcus Garrett,SG,23,MIA,12,0,128,1.4,5.9,0.238,0.3,1.1,0.25,1.1,4.8,0.235,0.6,1.4,0.4,2.5,3.9,6.5,2,1.4,0.8,0.6,4.5,3.7
186,Usman Garuba,PF,19,HOU,22,2,210,2.9,6.9,0.425,0.7,2.9,0.235,2.2,3.9,0.565,0.9,1.2,0.714,3.4,9.1,12.5,2.4,1.4,1.7,1,3.9,7.4
187,Luka Garza,C,23,DET,31,5,358,5.8,13,0.45,1.4,4.2,0.333,4.4,8.7,0.506,3.6,5.5,0.655,5.1,3.9,9.1,1.6,0.9,0.5,1.7,5.2,16.7
188,Rudy Gay,PF,35,UTA,54,1,1020,5.4,13.1,0.414,2.5,7.1,0.35,3,6.1,0.488,2.1,2.7,0.779,1.9,6.5,8.4,1.9,0.9,0.6,1.6,3.3,15.5
189,Paul George,SF,31,LAC,30,30,1044,9,21.4,0.418,2.9,8.6,0.343,6,12.9,0.468,4.3,5,0.863,0.4,6.7,7.1,5.7,2.2,0.4,4.2,2.4,25.2
190,Taj Gibson,C,36,NYK,50,4,906,3.3,6.2,0.522,0.6,1.5,0.405,2.7,4.8,0.558,1.5,1.9,0.792,3.3,5.4,8.7,1.2,0.8,1.5,1,5.3,8.6
191,Josh Giddey,SG,19,OKC,54,54,1700,6,14.2,0.419,1.2,4.5,0.263,4.8,9.7,0.492,1.2,1.7,0.709,2.1,6.8,8.9,7.3,1.1,0.4,3.6,1.9,14.3
192,Shai Gilgeous-Alexander,PG,23,OKC,56,56,1942,8.8,19.5,0.453,1.6,5.5,0.3,7.2,14,0.514,6.1,7.5,0.81,0.7,4.5,5.2,6.1,1.3,0.9,2.9,2.6,25.4
193,Anthony Gill,PF,29,WAS,42,0,428,4.8,8.2,0.588,1.1,2,0.542,3.7,6.1,0.603,3.4,4.2,0.8,2.4,3.9,6.3,1.9,0.3,0.9,1.2,4.6,14
194,Freddie Gillespie,PF,24,ORL,9,2,119,2.7,6.7,0.409,0,0.3,0,2.7,6.4,0.429,0.9,2.1,0.429,3.9,7,10.9,1.5,0.9,2.7,1.5,5.4,6.4
195,Rudy Gobert,C,29,UTA,64,64,2058,6.2,8.7,0.713,0,0.1,0,6.2,8.6,0.719,5,7.3,0.69,4.1,12.4,16.5,1.2,0.8,2.3,2,3,17.4
196,Brandon Goodwin,PG,26,CLE,34,5,492,4.7,11.1,0.421,1.4,4,0.345,3.3,7.1,0.464,1.8,2.8,0.632,1,3.9,4.9,6.6,1.8,0.1,2.5,2.7,12.5
197,Jordan Goodwin,SG,23,WAS,2,0,6,0,18,0,0,6,0,0,12,0,0,0,,0,6,6,0,0,0,0,6,0
198,Aaron Gordon,PF,26,DEN,74,74,2341,6.6,12.7,0.519,1.3,3.9,0.329,5.3,8.7,0.604,2.6,3.5,0.738,1.9,4.8,6.7,2.9,0.7,0.7,2,2.2,17
199,Eric Gordon,SG,33,HOU,57,46,1669,5.8,12.2,0.475,2.7,6.5,0.412,3.1,5.7,0.548,2.3,2.9,0.778,0.3,2.1,2.4,3.3,0.6,0.4,2.3,1.4,16.5
200,Devonte' Graham,PG,26,NOP,74,61,2124,4.9,13.6,0.363,3.2,9.4,0.342,1.7,4.2,0.408,1.9,2.3,0.843,0.6,2.4,3,5.2,1.2,0.2,1.7,1.6,15
201,Jerami Grant,PF,27,DET,47,47,1500,7.2,16.8,0.426,2.2,6.1,0.358,5,10.7,0.465,5.2,6.2,0.838,0.7,3.9,4.6,2.7,1.1,1.2,2,2.6,21.7
202,Hassani Gravett,PG,25,ORL,8,3,171,3.8,8,0.474,2.3,5.5,0.423,1.5,2.5,0.583,0.6,0.8,0.75,0.2,4.2,4.4,4.2,1.1,0.2,1.9,2.7,10.5
203,Danny Green,SF,34,PHI,59,25,1266,3.3,8.5,0.386,2.6,7.2,0.369,0.6,1.3,0.478,0.3,0.3,0.833,0.8,3.3,4.1,1.6,1.5,1,1.1,2.8,9.5
204,Draymond Green,PF,31,GSW,43,41,1246,3.5,6.8,0.517,0.4,1.5,0.288,3.1,5.3,0.582,1.7,2.6,0.652,1.3,7.9,9.2,8.6,1.6,1.4,3.8,3.6,9.2
205,Jalen Green,SG,19,HOU,65,65,2062,6.8,16,0.424,2.7,7.8,0.345,4.1,8.3,0.498,3.1,3.9,0.801,0.6,3.3,3.8,3,0.8,0.3,2.3,1.8,19.3
206,JaMychal Green,PF,31,DEN,65,8,1043,5.2,10.9,0.481,1.1,4.2,0.27,4.1,6.7,0.613,2.7,3.1,0.876,2.7,6.6,9.2,1.9,1.4,0.9,1.9,5.2,14.3
207,Javonte Green,SF,28,CHI,63,44,1464,4.2,7.7,0.543,0.9,2.4,0.367,3.3,5.3,0.623,2,2.4,0.833,2.2,4.3,6.5,1.4,1.6,0.8,0.7,3.2,11.2
208,Jeff Green,C,35,DEN,73,61,1798,5.4,10.4,0.519,1.1,3.3,0.317,4.3,7,0.615,3.2,3.8,0.833,0.8,3.7,4.5,1.9,0.6,0.5,1.4,2.9,15
209,Josh Green,SG,21,DAL,65,3,1006,4.5,8.9,0.508,1,2.6,0.365,3.6,6.3,0.568,1.1,1.5,0.698,1.8,3.7,5.5,2.7,1.6,0.5,1.5,4,11.1
210,Blake Griffin,PF,32,BRK,56,24,958,5,11.8,0.425,1.4,5.4,0.262,3.6,6.3,0.565,2.1,2.9,0.724,2.3,6.3,8.6,3.9,1,0.5,1.2,3.6,13.5
211,Quentin Grimes,SG,21,NYK,46,6,786,4.4,10.8,0.404,3.3,8.7,0.381,1.1,2.1,0.5,0.6,0.9,0.684,1.1,3.2,4.3,2,1.4,0.5,1.3,3.3,12.6
212,Kyle Guy,SG,24,MIA,19,0,186,5,12.6,0.4,2.7,7.7,0.35,2.3,4.8,0.48,1.5,2.3,0.667,0.8,2.5,3.3,3.3,1.4,0.2,2.5,2.3,14.3
213,Rui Hachimura,PF,23,WAS,40,11,883,6.9,14.2,0.489,2.1,4.6,0.447,4.9,9.5,0.509,1.7,2.4,0.7,0.9,5.3,6.2,1.8,0.9,0.3,1.3,2.1,17.7
214,Tyrese Haliburton,SG-PG,21,TOT,75,75,2619,5.7,12.2,0.47,2.2,5.3,0.415,3.5,6.9,0.512,2.1,2.5,0.842,0.8,3.4,4.2,8.4,1.8,0.7,2.6,1.6,15.7
215,Tyler Hall,SG,24,NYK,1,0,2,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0
216,R.J. Hampton,SG,20,ORL,62,13,1334,4.4,11.6,0.379,1.6,4.7,0.341,2.8,6.9,0.404,2,3.1,0.635,0.5,4.3,4.9,4,1.1,0.4,2.2,2.6,12.3
217,Tim Hardaway Jr.,SG,29,DAL,42,20,1245,6,15.3,0.394,2.9,8.8,0.336,3.1,6.5,0.473,2.3,3,0.757,0.4,4.1,4.5,2.7,1.1,0.2,1,2.1,17.3
218,James Harden,PG-SG,32,TOT,63,63,2341,6.1,14.8,0.412,2.2,6.7,0.333,3.9,8.1,0.476,7,8.1,0.874,0.8,6.7,7.6,9.8,1.3,0.6,4.2,2.3,21.5
219,Maurice Harkless,SF,28,SAC,47,24,863,3.5,7.6,0.459,1.3,4.2,0.307,2.2,3.3,0.65,0.8,1.2,0.714,0.5,4.2,4.7,1,1.2,1,1.3,3.2,9.1
220,Jared Harper,PG,24,NOP,2,0,10,10.8,25.2,0.429,3.6,7.2,0.5,7.2,18,0.4,0,0,,3.6,0,3.6,10.8,0,3.6,3.6,7.2,25.2
221,Montrezl Harrell,C,28,TOT,68,3,1577,7.8,12.2,0.637,0.1,0.4,0.235,7.7,11.8,0.651,4.8,6.7,0.717,3.3,6.3,9.6,3.2,0.6,0.9,1.6,3,20.5
222,Gary Harris,SG,27,ORL,61,30,1730,5,11.5,0.434,2.4,6.3,0.384,2.6,5.2,0.494,1.7,2,0.874,0.7,1.8,2.5,2.2,1.2,0.2,1.3,2.3,14.1
223,Joe Harris,SF,30,BRK,14,14,423,4.8,10.6,0.452,3.5,7.5,0.466,1.3,3.1,0.417,0.4,0.5,0.833,0.4,4.3,4.8,1.2,0.6,0.2,1.4,2.6,13.4
224,Tobias Harris,PF,29,PHI,70,70,2449,7,14.6,0.483,1.4,3.9,0.367,5.6,10.6,0.526,2.5,3,0.841,1.1,6,7.1,3.6,0.6,0.6,1.6,2.3,18
225,Shaquille Harrison,SG,28,BRK,2,0,23,3.1,9.4,0.333,0,3.1,0,3.1,6.3,0.5,0,0,,1.6,4.7,6.3,4.7,1.6,1.6,3.1,4.7,6.3
226,Josh Hart,SG-SF,26,TOT,54,53,1791,5.8,11.4,0.504,1.5,4.3,0.343,4.3,7.2,0.601,3.2,4.2,0.758,1.2,6.6,7.8,4.5,1.2,0.3,2.3,3,16.2
227,Isaiah Hartenstein,C,23,LAC,66,0,1168,6.8,10.9,0.625,0.3,0.8,0.423,6.5,10.1,0.641,2.7,3.9,0.677,3.4,6.4,9.8,4.7,1.5,2.3,2.5,5.1,16.7
228,Udonis Haslem,C,41,MIA,12,0,63,7.4,14.9,0.5,0.6,1.7,0.333,6.9,13.1,0.522,1.7,1.7,1,2.3,8.6,10.9,1.7,0.6,0.6,2.3,6.3,17.1
229,Sam Hauser,SF,24,BOS,24,0,130,4.7,11.4,0.415,4.2,10.2,0.405,0.6,1.1,0.5,0,0,,1.4,5,6.4,2.2,0.3,0.6,0.6,1.9,13.6
230,Jaxson Hayes,C,21,NOP,67,25,1332,6.3,10.1,0.627,0.5,1.4,0.38,5.8,8.7,0.666,3.7,4.9,0.767,3,5.2,8.2,1.1,0.8,1.5,1.4,4.1,16.9
231,Killian Hayes,PG,20,DET,64,38,1609,3.8,9.9,0.384,1,3.6,0.27,2.8,6.4,0.447,1.3,1.6,0.778,0.8,3.8,4.6,6.1,1.7,0.8,2.5,4,9.8
232,Gordon Hayward,SF,31,CHO,49,48,1564,6.5,14.2,0.459,2,5.1,0.391,4.5,9.1,0.496,2.9,3.4,0.846,0.9,4.3,5.2,4.1,1.1,0.5,1.9,2,17.9
233,Aaron Henry,SF,22,PHI,6,0,17,2.1,10.6,0.2,0,2.1,0,2.1,8.5,0.25,0,0,,0,2.1,2.1,0,0,4.2,4.2,4.2,4.2
234,Juancho Hernangómez,PF,26,TOT,38,8,401,3.1,8.1,0.378,1.8,5.6,0.323,1.3,2.5,0.5,1.5,2.7,0.567,2.1,6,8.1,1.6,1.1,0.9,1.3,2.1,9.4
235,Willy Hernangómez,C,27,NOP,47,7,760,7.4,14.1,0.529,0.2,0.5,0.364,7.2,13.5,0.535,4.5,5.9,0.76,6.2,8.3,14.4,2.7,0.9,0.9,2.3,4.2,19.6
236,Tyler Herro,SG,22,MIA,65,10,2118,8.4,18.9,0.446,3,7.4,0.398,5.5,11.4,0.477,3.2,3.7,0.866,0.5,5,5.5,4.3,0.7,0.1,2.9,1.6,23
237,Buddy Hield,SG,29,TOT,79,30,2435,6.4,15.8,0.408,3.8,10.3,0.366,2.7,5.5,0.486,1.6,1.8,0.87,1,4.2,5.1,3.3,1,0.4,2.2,2.6,18.2
238,Haywood Highsmith,SF,25,MIA,18,0,123,2.6,8.5,0.31,2,5.9,0.35,0.6,2.6,0.222,0.6,1.2,0.5,2,4.1,6.1,1.2,0.6,0.6,0.6,3.5,7.9
239,George Hill,SG,35,MIL,52,17,1223,3.4,7.9,0.427,1.2,3.8,0.31,2.2,4.1,0.536,1.6,1.7,0.915,1.1,3.4,4.5,3.4,1.2,0.2,1.2,1.9,9.5
240,Malcolm Hill,SF-SG,26,TOT,18,0,200,4.1,9,0.46,2.3,6.3,0.371,1.8,2.7,0.667,2,2.5,0.786,2,3.8,5.8,0.9,1.1,0.5,0.4,4,12.6
241,Solomon Hill,PF,30,ATL,13,1,139,0.8,5.2,0.15,0.5,3.4,0.154,0.3,1.8,0.143,0,0,,1.6,4.4,6,3.1,1,0.5,0.3,4.1,2.1
242,Nate Hinton,SG,22,IND,2,0,2,0,18,0,0,0,,0,18,0,0,0,,0,0,0,0,0,0,18,0,0
243,Jaylen Hoard,SF,22,OKC,5,3,148,6.1,11.4,0.532,1.7,3.6,0.467,4.4,7.8,0.563,1.2,3.2,0.385,4.4,8.3,12.6,2.4,1,0.7,1.2,2.2,15.1
244,Aaron Holiday,PG,25,TOT,61,14,978,5.4,11.7,0.465,1.4,3.5,0.4,4,8.2,0.493,2.1,2.4,0.862,0.8,3.5,4.3,5.4,1.5,0.3,2.4,3.1,14.4
245,Jrue Holiday,PG,31,MIL,64,61,2142,7.8,15.5,0.501,2.2,5.2,0.416,5.6,10.4,0.544,2.2,2.9,0.767,1.1,3.8,4.9,7.4,1.8,0.5,3,2.1,19.9
246,Justin Holiday,SF-SG,32,TOT,72,63,2008,4.5,11.6,0.39,3,8.4,0.361,1.5,3.1,0.469,0.9,1.1,0.806,0.5,2.8,3.3,2.2,1,0.6,1.2,2.7,13
247,Richaun Holmes,C,28,SAC,45,37,1074,6.6,10.1,0.66,0.1,0.2,0.4,6.6,9.9,0.664,2.3,3,0.778,3.1,7.5,10.6,1.6,0.6,1.4,1.9,4.3,15.7
248,Rodney Hood,SF-SG,29,TOT,50,0,685,2.9,8.1,0.361,1.5,4.7,0.315,1.5,3.5,0.424,0.8,0.9,0.882,0.8,3.1,3.9,1.9,0.8,0.3,0.6,1.5,8.1
249,Scotty Hopson,SG,32,OKC,1,0,18,4,8,0.5,0,2,0,4,6,0.667,0,0,,0,2,2,2,0,0,4,2,8
250,Al Horford,C,35,BOS,68,68,1981,4.7,10.2,0.463,1.6,4.8,0.333,3.1,5.4,0.579,1.5,1.7,0.842,2,7.6,9.5,4.2,0.9,1.7,1.1,2.4,12.5
251,Talen Horton-Tucker,SG,21,LAL,57,16,1426,5.1,12.3,0.416,1.2,4.3,0.272,3.9,8,0.492,2.1,2.7,0.781,0.9,3.7,4.6,3.7,1.3,0.7,2,3.6,13.4
252,Danuel House Jr.,SF,28,TOT,40,6,676,4,9.8,0.408,2.3,5.9,0.391,1.7,3.9,0.432,2,2.6,0.792,0.9,4.5,5.4,2.3,1,0.9,1.6,2.7,12.3
253,Dwight Howard,C,36,LAL,58,25,922,4.8,7.9,0.609,0.3,0.5,0.583,4.5,7.4,0.611,3.4,5.2,0.657,4.4,8.7,13.1,1.2,1.2,1.3,1.7,4.4,13.3
254,Markus Howard,SG,22,DEN,29,0,149,7.5,19.8,0.378,6.3,14.5,0.433,1.2,5.3,0.227,3.1,3.6,0.867,0,2.2,2.2,1.4,1.9,0,1.4,2.7,24.4
255,Kevin Huerter,SG,23,ATL,72,58,2128,5.7,12.5,0.452,2.6,6.8,0.389,3,5.8,0.526,0.7,0.8,0.8,0.5,3.6,4.1,3.3,0.9,0.4,1.5,3,14.7
256,Jay Huff,C,23,LAL,4,0,20,0,5.4,0,0,3.6,0,0,1.8,0,0,0,,1.8,5.4,7.2,1.8,1.8,1.8,1.8,1.8,0
257,Elijah Hughes,SG-SF,23,TOT,33,4,378,4,11.9,0.336,2.2,8,0.274,1.8,3.9,0.463,0.5,0.7,0.714,0.6,4.3,4.9,1.9,1.1,0.6,1.2,3.3,10.7
258,De'Andre Hunter,SF,24,ATL,51,50,1519,5.8,13.2,0.443,1.7,4.5,0.37,4.2,8.7,0.481,2.9,3.8,0.764,0.6,3.5,4.1,1.6,0.9,0.5,1.5,3.5,16.2
259,Chandler Hutchison,SF,25,PHO,6,0,22,1.6,3.3,0.5,0,0,,1.6,3.3,0.5,3.3,3.3,1,0,8.2,8.2,3.3,0,0,6.5,1.6,6.5
260,Bones Hyland,PG,21,DEN,67,3,1265,6.2,15.6,0.4,3.6,9.8,0.363,2.7,5.8,0.461,2.9,3.4,0.85,0.4,4.8,5.2,5.1,1.1,0.5,2.4,4.2,18.9
261,Serge Ibaka,C-PF,32,TOT,53,12,866,6,12.1,0.495,1.5,4.1,0.378,4.4,8,0.554,1.3,1.8,0.727,2.5,7.7,10.2,2,0.5,1.4,1.8,4.1,14.8
262,Andre Iguodala,SF,38,GSW,29,0,565,2.7,7.1,0.387,1,4.4,0.232,1.7,2.7,0.643,0.9,1.1,0.778,1.3,4.7,6.1,6.8,1.5,1.4,1.7,2,7.4
263,Joe Ingles,SF,34,UTA,45,15,1122,3.7,9.1,0.404,2.5,7.2,0.347,1.2,1.9,0.617,0.5,0.7,0.773,0.4,3.8,4.2,5.1,0.7,0.2,1.5,2.6,10.4
264,Brandon Ingram,SF,24,NOP,55,55,1869,8.7,18.9,0.461,1.4,4.4,0.327,7.3,14.6,0.501,5.1,6.2,0.826,0.7,5.5,6.2,5.9,0.7,0.5,2.9,2.3,24
265,Kyrie Irving,PG,29,BRK,27,27,1012,9.5,20.4,0.465,3.4,8,0.42,6.1,12.4,0.494,4.1,4.4,0.919,0.5,3.5,4.1,5.5,1.4,0.6,2.4,2.7,26.4
266,Wes Iwundu,SF,27,ATL,3,1,82,3.5,7.9,0.444,1.3,2.2,0.6,2.2,5.7,0.385,1.3,1.8,0.75,1.3,4.4,5.7,0,0.4,0,0.4,3.5,9.7
267,Frank Jackson,PG,23,DET,51,6,1126,6,14.9,0.406,2.7,8.6,0.315,3.3,6.3,0.531,2.7,3.3,0.824,0.6,2,2.6,1.7,0.8,0.3,1.2,2.7,17.5
